,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,NESN.SW,HD,MA,PYPL,PG,DIS,BAC,ADBE,ASML.AS,ROG.SW,CMCSA,XOM,NFLX,CRM,INTC,VZ,CSCO,PFE,KO,WMT,ABT,MC.PA,T,CVX,NOVN.SW,TMO,ABBV,NKE,PEP,MRK,ACN,LLY,AVGO,7203.T,DHR,COST,TXN,WFC,SHOP,MDT,MCD,AZN.L,QCOM,ORCL,ULVR.L,1299.HK,UNP,UPS,PM,NOVO B.CO,BMY,HON,LIN,NEE,SAP.DE,LOW,BLK,C,AMGN,INTU,RY.TO,6758.T,RTX,BA,SBUX,GS,CBA.AX,AMAT,AMT,TD.TO,SIE.DE,TGT,IBM,MS,HSBA.L,CAT,AXP,SAN.PA,GE,DGE.L,OR.PA,MMM,ISRG,NOW,AMD,TTE.PA,SPGI,BHP.AX,DE,CVS,CHTR,SCHW,ALV.DE,GSK.L,SQ,LMT,MU,PLD,RIO.L,6861.T,BKNG,FIS,ANTM,ZTS,CSL.AX,ADP,SU.PA,MO,CCI,GILD,LRCX,BP.L,MDLZ,9984.T,SYK,TMUS,ENB.TO,COP,ZM,RDSA.AS,AI.PA,TJX,CI,BATS.L,CNR.TO,FDX,DUK,CSX,RYDBF,IBE.MC,TFC,BNS.TO,DAI.DE,AIR.PA,ENEL.MI,USB,PNC,CME,ITW,CB,MMC,NSC,8035.T,388.HK,ADS.DE,BNP.PA,DTE.DE,EW,SHW,6098.T,DPW.DE,BAS.DE,EL,ATVI,BDX,EQIX,GM,COF,MELI,ILMN,MRNA,8306.T,TWLO,4063.T,BAM.A.TO,NAB.AX,SNAP,IDXX,REGN,BSX,ABBN.SW,ETN,XTSLA,WBC.AX,RITN.,BHP.L,7974.T,BMO.TO,BX,CL,FISV,MCO,ICE,ADSK,APD,SAN.MC,KER.PA,LONN.SW,RKT.L,NXPI,ADYEN.AS,HUM,SO,D,WM,HCA,9433.T,UBSG.SW,GE.,7741.T,6367.T,ZURN.SW,AON,PRX.AS,BAM,ADI,EMR,6594.T,DG.PA,CFR.SW,REL.L,DOCU,ANZ.AX,SNOW,EL.PA,DSV.CO,KLAC,DXCM,ALGN,6501.T,UBER,F,IFX.DE,RMS.PA,XLNX,MRVL,n/a,PGR,CP.TO,FCX,SUM
09/15/2021,4.12,3.51,2.61,1.51,1.37,1.4,0.93,1.0,0.78,0.72,0.62,0.63,0.61,0.6,0.58,0.51,0.53,0.58,0.55,0.51,0.53,0.61,0.44,0.45,0.38,0.44,0.4,0.36,0.36,0.4,0.42,0.37,0.37,0.38,0.35,0.32,0.31,0.32,0.37,0.31,0.34,0.35,0.31,0.36,0.32,0.33,0.33,0.35,0.35,0.29,0.3,0.28,0.29,0.29,0.25,0.27,0.28,0.24,0.25,0.23,0.23,0.27,0.29,0.24,0.26,0.27,0.28,0.25,0.24,0.24,0.24,0.2,0.26,0.23,0.25,0.21,0.19,0.22,0.23,0.21,0.21,0.22,0.19,0.22,0.2,0.2,0.23,0.18,0.19,0.18,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.21,0.18,0.19,0.14,0.18,0.18,0.17,0.17,0.15,0.17,0.16,0.14,0.14,0.17,0.14,0.21,0.16,0.13,0.14,0.16,0.17,0.14,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.11,0.13,0.14,0.14,0.12,0.13,0.14,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.11,0.13,0.13,0.0,0.12,0.11,0.11,0.12,0.11,0.13,0.12,0.15,0.12,0.12,0.12,0.0,0.13,0.12,0.0,0.12,0.14,0.11,0.25,0.13,0.0,0.12,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.0,0.11,0.15,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.13,0.0,0.11,0.14,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.49000000000001
09/16/2021,4.13,3.52,2.59,1.5,1.38,1.42,0.91,1.01,0.79,0.71,0.62,0.65,0.62,0.6,0.59,0.51,0.53,0.58,0.56,0.52,0.52,0.61,0.44,0.45,0.39,0.43,0.4,0.37,0.36,0.4,0.41,0.38,0.37,0.37,0.34,0.32,0.32,0.32,0.36,0.32,0.33,0.35,0.31,0.36,0.32,0.33,0.32,0.34,0.34,0.29,0.31,0.27,0.28,0.29,0.25,0.27,0.28,0.24,0.24,0.22,0.23,0.27,0.29,0.24,0.26,0.27,0.28,0.25,0.24,0.24,0.24,0.2,0.25,0.23,0.25,0.21,0.2,0.22,0.23,0.21,0.21,0.22,0.19,0.22,0.2,0.2,0.23,0.18,0.19,0.18,0.18,0.19,0.19,0.2,0.17,0.2,0.21,0.21,0.19,0.19,0.15,0.17,0.18,0.17,0.17,0.15,0.17,0.16,0.14,0.14,0.16,0.14,0.22,0.16,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.14,0.14,0.14,0.12,0.13,0.14,0.11,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.14,0.11,0.11,0.13,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.0,0.13,0.12,0.11,0.12,0.14,0.11,0.24,0.13,0.0,0.12,0.0,0.11,0.11,0.0,0.12,0.0,0.11,0.0,0.14,0.11,0.0,0.0,0.0,0.11,0.15,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.13,0.0,0.11,0.13,0.12,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.510000000000005
09/17/2021,4.11,3.57,2.6,1.5,1.39,1.42,0.92,1.01,0.78,0.71,0.62,0.65,0.61,0.6,0.59,0.51,0.53,0.58,0.55,0.5,0.52,0.63,0.45,0.42,0.38,0.43,0.4,0.37,0.36,0.4,0.41,0.38,0.36,0.37,0.34,0.32,0.31,0.32,0.37,0.31,0.33,0.35,0.3,0.36,0.32,0.34,0.33,0.34,0.34,0.29,0.31,0.27,0.28,0.3,0.25,0.27,0.27,0.24,0.24,0.22,0.23,0.27,0.29,0.24,0.26,0.27,0.28,0.25,0.24,0.23,0.23,0.2,0.26,0.23,0.25,0.21,0.2,0.22,0.23,0.21,0.22,0.22,0.19,0.23,0.2,0.2,0.23,0.18,0.18,0.18,0.18,0.19,0.19,0.2,0.17,0.21,0.21,0.21,0.19,0.19,0.15,0.17,0.18,0.17,0.17,0.15,0.17,0.16,0.14,0.14,0.16,0.13,0.22,0.16,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.16,0.13,0.13,0.13,0.1,0.14,0.14,0.14,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.11,0.0,0.13,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.13,0.12,0.15,0.12,0.12,0.12,0.0,0.13,0.12,0.11,0.12,0.14,0.11,0.24,0.13,0.0,0.12,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.15,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.12,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.12,0.13,0.0,0.11,0.13,0.11,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.43000000000001
09/20/2021,4.12,3.62,2.62,1.48,1.39,1.43,0.92,1.03,0.78,0.71,0.62,0.65,0.61,0.59,0.59,0.51,0.53,0.58,0.55,0.51,0.53,0.62,0.44,0.43,0.39,0.43,0.41,0.37,0.36,0.4,0.41,0.37,0.37,0.37,0.33,0.32,0.31,0.32,0.36,0.32,0.33,0.35,0.3,0.36,0.31,0.34,0.33,0.34,0.34,0.3,0.31,0.27,0.28,0.3,0.29,0.26,0.27,0.24,0.23,0.22,0.23,0.27,0.29,0.23,0.25,0.27,0.27,0.25,0.25,0.23,0.24,0.21,0.26,0.23,0.25,0.22,0.2,0.21,0.22,0.21,0.22,0.22,0.19,0.23,0.2,0.2,0.23,0.17,0.19,0.19,0.18,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.19,0.19,0.14,0.17,0.18,0.17,0.17,0.15,0.16,0.17,0.14,0.14,0.16,0.13,0.21,0.16,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.16,0.13,0.13,0.13,0.0,0.14,0.14,0.14,0.12,0.13,0.14,0.11,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.13,0.11,0.13,0.13,0.11,0.11,0.13,0.12,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.0,0.13,0.13,0.11,0.12,0.14,0.11,0.25,0.13,0.0,0.12,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.12,0.11,0.0,0.0,0.0,0.11,0.15,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.12,0.0,0.11,0.13,0.11,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.56000000000002
09/21/2021,4.07,3.59,2.62,1.46,1.38,1.41,0.91,1.04,0.79,0.71,0.62,0.66,0.62,0.59,0.59,0.51,0.52,0.58,0.56,0.52,0.53,0.61,0.44,0.43,0.39,0.44,0.41,0.37,0.36,0.4,0.41,0.37,0.37,0.37,0.33,0.32,0.32,0.31,0.39,0.32,0.33,0.35,0.3,0.36,0.31,0.34,0.33,0.35,0.35,0.3,0.32,0.28,0.28,0.3,0.29,0.25,0.27,0.24,0.23,0.22,0.23,0.27,0.29,0.23,0.26,0.27,0.27,0.25,0.25,0.23,0.24,0.21,0.26,0.23,0.25,0.22,0.2,0.21,0.22,0.21,0.22,0.22,0.19,0.23,0.2,0.2,0.23,0.18,0.18,0.19,0.18,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.19,0.19,0.14,0.17,0.18,0.17,0.17,0.15,0.16,0.17,0.14,0.14,0.16,0.13,0.21,0.16,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.16,0.13,0.13,0.13,0.0,0.14,0.14,0.14,0.12,0.13,0.14,0.11,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.13,0.11,0.13,0.13,0.11,0.0,0.13,0.12,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.15,0.12,0.11,0.12,0.0,0.13,0.13,0.11,0.12,0.14,0.11,0.24,0.13,0.0,0.12,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.0,0.11,0.15,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.12,0.1,0.11,0.13,0.11,0.15,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.540000000000006
09/22/2021,4.07,3.59,2.62,1.46,1.38,1.41,0.91,1.04,0.79,0.71,0.62,0.66,0.62,0.59,0.59,0.51,0.52,0.58,0.56,0.52,0.53,0.61,0.44,0.43,0.39,0.44,0.41,0.37,0.36,0.4,0.41,0.37,0.37,0.37,0.33,0.32,0.32,0.31,0.39,0.32,0.33,0.35,0.3,0.36,0.31,0.34,0.33,0.35,0.35,0.3,0.32,0.28,0.28,0.3,0.29,0.25,0.27,0.24,0.23,0.22,0.23,0.27,0.29,0.23,0.26,0.27,0.27,0.25,0.25,0.23,0.24,0.21,0.26,0.23,0.25,0.22,0.2,0.21,0.22,0.21,0.22,0.22,0.19,0.23,0.2,0.2,0.23,0.18,0.18,0.19,0.18,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.19,0.19,0.14,0.17,0.18,0.17,0.17,0.15,0.16,0.17,0.14,0.14,0.16,0.13,0.21,0.16,0.13,0.15,0.16,0.17,0.14,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.13,0.16,0.13,0.13,0.13,0.0,0.14,0.14,0.14,0.12,0.13,0.14,0.11,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.13,0.11,0.13,0.13,0.11,0.0,0.13,0.12,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.15,0.12,0.11,0.12,0.0,0.13,0.13,0.11,0.12,0.14,0.11,0.24,0.13,0.0,0.12,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.14,0.11,0.0,0.0,0.0,0.11,0.15,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.12,0.1,0.11,0.13,0.11,0.15,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.540000000000006
09/23/2021,4.05,3.58,2.58,1.45,1.38,1.42,0.89,1.01,0.77,0.72,0.63,0.66,0.62,0.6,0.6,0.51,0.52,0.59,0.55,0.51,0.53,0.61,0.45,0.44,0.38,0.43,0.41,0.36,0.37,0.4,0.42,0.37,0.37,0.37,0.33,0.32,0.31,0.32,0.39,0.32,0.33,0.35,0.31,0.36,0.32,0.34,0.34,0.35,0.34,0.3,0.32,0.27,0.29,0.3,0.31,0.26,0.28,0.24,0.22,0.22,0.23,0.27,0.29,0.23,0.26,0.27,0.27,0.25,0.25,0.23,0.23,0.21,0.26,0.23,0.26,0.22,0.2,0.21,0.22,0.21,0.21,0.22,0.19,0.22,0.2,0.2,0.22,0.17,0.18,0.19,0.18,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.19,0.19,0.13,0.17,0.19,0.17,0.17,0.15,0.17,0.17,0.14,0.14,0.16,0.12,0.22,0.16,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.16,0.13,0.13,0.13,0.0,0.14,0.14,0.14,0.12,0.13,0.14,0.11,0.12,0.12,0.13,0.11,0.13,0.12,0.12,0.13,0.11,0.13,0.13,0.12,0.11,0.13,0.12,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.15,0.12,0.11,0.12,0.0,0.13,0.13,0.11,0.12,0.14,0.11,0.24,0.13,0.0,0.13,0.0,0.11,0.11,0.0,0.12,0.11,0.11,0.0,0.15,0.0,0.0,0.0,0.0,0.11,0.14,0.11,0.11,0.11,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.1,0.12,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.13,0.0,0.11,0.13,0.11,0.15,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.510000000000005
09/24/2021,4.06,3.58,2.57,1.46,1.38,1.42,0.9,1.03,0.77,0.72,0.63,0.66,0.62,0.61,0.6,0.51,0.52,0.59,0.53,0.51,0.53,0.62,0.45,0.43,0.38,0.43,0.41,0.36,0.37,0.39,0.41,0.37,0.37,0.37,0.34,0.32,0.31,0.32,0.4,0.32,0.33,0.35,0.31,0.36,0.32,0.34,0.33,0.35,0.34,0.3,0.32,0.27,0.28,0.3,0.32,0.25,0.28,0.24,0.23,0.22,0.23,0.27,0.3,0.23,0.26,0.27,0.27,0.25,0.25,0.22,0.23,0.21,0.26,0.22,0.26,0.22,0.2,0.21,0.22,0.21,0.21,0.22,0.19,0.23,0.2,0.2,0.22,0.17,0.18,0.19,0.18,0.18,0.19,0.19,0.17,0.21,0.22,0.21,0.19,0.19,0.13,0.17,0.18,0.17,0.17,0.15,0.17,0.17,0.14,0.14,0.16,0.12,0.21,0.16,0.13,0.16,0.16,0.18,0.15,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.16,0.13,0.13,0.14,0.0,0.14,0.14,0.14,0.12,0.14,0.14,0.11,0.12,0.11,0.13,0.11,0.13,0.12,0.12,0.13,0.11,0.14,0.13,0.11,0.11,0.13,0.12,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.15,0.12,0.11,0.12,0.0,0.13,0.13,0.11,0.12,0.14,0.11,0.25,0.13,0.0,0.13,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.14,0.0,0.0,0.0,0.0,0.11,0.15,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.13,0.0,0.11,0.1,0.0,0.12,0.11,0.0,0.0,0.12,0.12,0.0,0.11,0.13,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.55000000000001
09/27/2021,4.08,3.58,2.58,1.38,1.38,1.41,0.93,1.03,0.8,0.71,0.64,0.64,0.62,0.6,0.59,0.52,0.53,0.58,0.53,0.53,0.51,0.63,0.44,0.42,0.4,0.44,0.44,0.36,0.36,0.39,0.41,0.37,0.36,0.37,0.34,0.32,0.32,0.32,0.4,0.32,0.34,0.35,0.31,0.36,0.32,0.34,0.32,0.35,0.34,0.3,0.33,0.28,0.29,0.3,0.31,0.25,0.28,0.24,0.23,0.22,0.22,0.27,0.29,0.23,0.26,0.27,0.27,0.25,0.25,0.23,0.24,0.2,0.26,0.23,0.25,0.22,0.21,0.21,0.22,0.21,0.22,0.22,0.19,0.23,0.2,0.2,0.23,0.18,0.18,0.2,0.18,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.2,0.19,0.13,0.17,0.18,0.16,0.18,0.15,0.16,0.18,0.14,0.14,0.16,0.13,0.2,0.17,0.13,0.15,0.16,0.18,0.15,0.16,0.15,0.13,0.15,0.15,0.15,0.14,0.13,0.16,0.14,0.13,0.14,0.1,0.14,0.14,0.15,0.12,0.13,0.14,0.1,0.12,0.11,0.13,0.11,0.13,0.12,0.12,0.13,0.12,0.14,0.14,0.12,0.11,0.13,0.12,0.0,0.12,0.11,0.11,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.12,0.0,0.12,0.12,0.11,0.13,0.14,0.11,0.26,0.13,0.0,0.12,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.13,0.12,0.16,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.59
09/28/2021,4.09,3.58,2.59,1.41,1.39,1.43,0.92,1.06,0.81,0.71,0.65,0.64,0.62,0.59,0.6,0.53,0.52,0.58,0.53,0.54,0.5,0.61,0.44,0.43,0.4,0.44,0.45,0.37,0.36,0.4,0.41,0.36,0.36,0.37,0.34,0.32,0.33,0.31,0.4,0.32,0.31,0.35,0.31,0.36,0.32,0.34,0.33,0.35,0.35,0.3,0.33,0.27,0.28,0.3,0.32,0.25,0.28,0.24,0.22,0.22,0.22,0.27,0.29,0.23,0.26,0.27,0.27,0.25,0.25,0.23,0.24,0.2,0.26,0.23,0.26,0.22,0.21,0.21,0.22,0.21,0.22,0.21,0.19,0.22,0.2,0.2,0.23,0.18,0.18,0.2,0.18,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.19,0.19,0.13,0.17,0.18,0.16,0.18,0.15,0.16,0.18,0.14,0.14,0.16,0.12,0.2,0.17,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.13,0.13,0.15,0.0,0.14,0.14,0.15,0.12,0.13,0.14,0.0,0.12,0.12,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.0,0.13,0.13,0.0,0.12,0.0,0.0,0.12,0.11,0.13,0.12,0.15,0.11,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.14,0.11,0.24,0.13,0.0,0.12,0.0,0.11,0.13,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.11,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.13,0.12,0.16,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.620000000000005
09/29/2021,4.09,3.58,2.59,1.41,1.39,1.43,0.92,1.06,0.81,0.71,0.65,0.64,0.62,0.59,0.6,0.53,0.52,0.58,0.53,0.54,0.5,0.61,0.44,0.43,0.4,0.44,0.45,0.37,0.36,0.4,0.41,0.36,0.36,0.37,0.34,0.32,0.33,0.31,0.4,0.32,0.31,0.35,0.31,0.36,0.32,0.34,0.33,0.35,0.35,0.3,0.33,0.27,0.28,0.3,0.32,0.25,0.28,0.24,0.22,0.22,0.22,0.27,0.29,0.23,0.26,0.27,0.27,0.25,0.25,0.23,0.24,0.2,0.26,0.23,0.26,0.22,0.21,0.21,0.22,0.21,0.22,0.21,0.19,0.22,0.2,0.2,0.23,0.18,0.18,0.2,0.18,0.19,0.19,0.19,0.17,0.21,0.22,0.21,0.19,0.19,0.13,0.17,0.18,0.16,0.18,0.15,0.16,0.18,0.14,0.14,0.16,0.12,0.2,0.17,0.13,0.15,0.16,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.13,0.13,0.15,0.0,0.14,0.14,0.15,0.12,0.13,0.14,0.0,0.12,0.12,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.0,0.13,0.13,0.0,0.12,0.0,0.0,0.12,0.11,0.13,0.12,0.15,0.11,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.14,0.11,0.24,0.13,0.0,0.12,0.0,0.11,0.13,0.0,0.12,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.11,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.13,0.12,0.16,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.620000000000005
09/30/2021,4.06,3.52,2.58,1.42,1.38,1.42,0.9,1.08,0.83,0.71,0.64,0.64,0.62,0.58,0.6,0.53,0.52,0.57,0.54,0.55,0.49,0.59,0.44,0.43,0.42,0.44,0.44,0.37,0.37,0.39,0.4,0.36,0.36,0.36,0.33,0.32,0.34,0.31,0.39,0.32,0.31,0.35,0.31,0.36,0.31,0.34,0.34,0.34,0.35,0.3,0.33,0.27,0.28,0.31,0.31,0.25,0.29,0.24,0.23,0.22,0.22,0.27,0.29,0.23,0.26,0.27,0.26,0.25,0.25,0.23,0.25,0.2,0.26,0.23,0.26,0.23,0.21,0.21,0.23,0.22,0.22,0.21,0.2,0.22,0.2,0.2,0.23,0.18,0.18,0.2,0.18,0.2,0.19,0.18,0.17,0.2,0.22,0.22,0.2,0.19,0.13,0.17,0.18,0.16,0.19,0.15,0.16,0.17,0.14,0.14,0.16,0.12,0.2,0.17,0.13,0.16,0.16,0.17,0.15,0.15,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.13,0.14,0.15,0.1,0.15,0.13,0.15,0.12,0.13,0.14,0.0,0.12,0.12,0.14,0.11,0.14,0.12,0.13,0.13,0.11,0.14,0.14,0.12,0.11,0.13,0.12,0.0,0.12,0.0,0.0,0.13,0.11,0.12,0.12,0.15,0.11,0.12,0.12,0.1,0.12,0.12,0.11,0.13,0.14,0.11,0.23,0.14,0.0,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.14,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.12,0.11,0.0,0.11,0.13,0.12,0.16,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.540000000000006
