,B 0 08/26/21,URC.V,XOM,CVX,BRK.B,AMT,JPM,AMZN,PLD,CCI,COP,BAC,FB,EQIX,PYPL,HON,UPS,EOG,PSA,UNP,GOOGL,GOOG,NFLX,WFC,SPG,SLB,DLR,CRM,BA,CSCO,RTX,CAT,GE,MPC,PXD,MMM,PSX,SBAC,WELL,DE,C,KMI,MS,ZM,WMB,GS,AVB,CBRE,VLO,BLK,LMT,EQR,SNAP,WY,SCHW,OXY,DOCU,AXP,O,TWTR,ARE,OKE,PINS,SPGI,FDX,HES,MTCH,EXR,EBAY,VEEV,WDAY,VTR,NSC,ITW,ESS,HAL,MAA,PNC,OKTA,ETN,USB,PEAK,ETSY,EMR,DRE,CME,TFC,WM,CB,NOC,MMC,FANG,DDOG,DVN,COF,BXP,VRSN,TDOC,COUP,BKR,ICE,EXPE,ROP,JCI,W,UDR,ANET,AKAM,TT,LHX,MCO,PGR,Z,GDDY,GD,INFO,CTXS,AON,IRM,SNOW,PH,HST,CARR,CMI,TDG,TROW,MET,MSCI,MRO,ROK,REG,SWK,DBX,CTAS,OTIS,NTNX,CIEN,JNPR,LUV,AIG,BK,AME,PRU,PCAR,FAST,KIM,ALL,EFX,VRSK,TRV,DAL,CPRT,DFS,FRT,FSLY,GNRC,KSU,AFL,FRC,APA,CSX,COMM,VNO,ODFL,FTV,BOX,RSG,URI,WLTW,SIVB,BMBL,STT,AJG,DOV,AMP,EXPD,XYL,COG,CLDR,VG,FITB,SYF,TDY,GWW,NOV,IR,NTRS,J,UAL,HIG,IEX,HBAN,TXT,KEY,NDAQ,CFG,MAS,RF,WAB,MTB,U.S. Bank Money Market Deposit Account,Bumble Inc Ordinary Shares Class A,LDOS,JBHT,AAL,FBHS,GE.,n/a,CINF,BIDI11.SA,PWR,ABNB,ZI,AAPL,MSFT,TSLA,HD,NVDA,NKE,MCD,V,LOW,MA,SBUX,ADBE,TGT,BKNG,INTC,ACN,AVGO,TXN,TJX,GM,INTU,ORCL,QCOM,IBM,NOW,AMD,F,AMAT,CMG,DG,MAR,ORLY,APTV,ADI,ROST,HLT,ADP,LRCX,YUM,AZO,MU,FIS,FISV,ADSK,DHI,LEN,CZR,BBY,GRMN,KLAC,TSCO,NXPI,DLTR,VFC,GPN,SNPS,KMX,CCL,TEL,RCL,DRI,APH,ULTA,CDNS,RJF,MCHP,FTNT,POOL,MGM,CTSH,PFG,MSI,MKTX,DPZ,GPC,XLNX,BBWI WI,PAYX,NVR,HPQ,BRO,CBOE,ANSS,LKQ,ENPH,SUM
09/14/2021,0.0,0.0,4.46,3.61,2.58,2.89,2.36,1.92,2.13,1.78,1.46,1.51,1.62,1.64,1.08,1.01,0.89,0.77,1.05,0.91,1.12,1.08,1.03,0.9,0.91,0.72,0.94,0.93,0.76,0.93,0.82,0.73,0.74,0.71,0.68,0.7,0.57,0.83,0.76,0.74,0.71,0.61,0.76,0.5,0.57,0.65,0.67,0.7,0.51,0.65,0.55,0.6,0.62,0.55,0.53,0.41,0.54,0.51,0.55,0.49,0.59,0.45,0.34,0.53,0.41,0.37,0.47,0.53,0.49,0.45,0.53,0.45,0.4,0.41,0.45,0.33,0.47,0.4,0.44,0.42,0.37,0.41,0.41,0.39,0.41,0.34,0.37,0.39,0.4,0.35,0.4,0.27,0.47,0.33,0.34,0.34,0.33,0.29,0.32,0.33,0.33,0.29,0.33,0.35,0.27,0.34,0.3,0.29,0.3,0.31,0.3,0.27,0.22,0.24,0.3,0.29,0.24,0.32,0.29,0.35,0.24,0.24,0.3,0.22,0.21,0.24,0.22,0.27,0.17,0.24,0.23,0.2,0.23,0.23,0.24,0.24,0.2,0.21,0.19,0.23,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.22,0.22,0.19,0.17,0.19,0.18,0.18,0.13,0.18,0.17,0.17,0.17,0.14,0.33,0.11,0.14,0.17,0.17,0.13,0.17,0.16,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.12,0.13,0.11,0.1,0.13,0.12,0.11,0.1,0.12,0.11,0.11,0.1,0.09,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.13,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.85
09/15/2021,0.0,0.0,4.47,3.63,2.59,2.87,2.34,1.92,2.12,1.75,1.47,1.49,1.63,1.63,1.07,1.01,0.91,0.77,1.05,0.9,1.11,1.06,1.04,0.9,0.9,0.73,0.93,0.92,0.75,0.93,0.82,0.73,0.73,0.71,0.69,0.7,0.57,0.82,0.77,0.74,0.71,0.61,0.76,0.51,0.58,0.65,0.67,0.69,0.51,0.65,0.55,0.6,0.62,0.55,0.53,0.41,0.54,0.51,0.54,0.48,0.58,0.46,0.34,0.53,0.41,0.36,0.49,0.53,0.49,0.45,0.53,0.45,0.4,0.41,0.45,0.34,0.46,0.4,0.42,0.42,0.37,0.41,0.41,0.39,0.41,0.33,0.37,0.39,0.4,0.34,0.4,0.27,0.46,0.33,0.34,0.33,0.33,0.29,0.32,0.34,0.33,0.29,0.33,0.35,0.27,0.33,0.3,0.29,0.3,0.31,0.3,0.27,0.22,0.24,0.3,0.29,0.24,0.32,0.29,0.35,0.24,0.24,0.3,0.22,0.21,0.24,0.22,0.27,0.17,0.24,0.22,0.2,0.23,0.23,0.24,0.24,0.2,0.21,0.18,0.23,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.21,0.22,0.19,0.16,0.19,0.18,0.18,0.13,0.18,0.16,0.17,0.17,0.14,0.33,0.1,0.13,0.18,0.17,0.13,0.17,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.11,0.1,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.27,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78
09/16/2021,0.0,0.0,4.47,3.63,2.59,2.87,2.34,1.92,2.12,1.75,1.47,1.49,1.63,1.63,1.07,1.01,0.91,0.77,1.05,0.9,1.11,1.06,1.04,0.9,0.9,0.73,0.93,0.92,0.75,0.93,0.82,0.73,0.73,0.71,0.69,0.7,0.57,0.82,0.77,0.74,0.71,0.61,0.76,0.51,0.58,0.65,0.67,0.69,0.51,0.65,0.55,0.6,0.62,0.55,0.53,0.41,0.54,0.51,0.54,0.48,0.58,0.46,0.34,0.53,0.41,0.36,0.49,0.53,0.49,0.45,0.53,0.45,0.4,0.41,0.45,0.34,0.46,0.4,0.42,0.42,0.37,0.41,0.41,0.39,0.41,0.33,0.37,0.39,0.4,0.34,0.4,0.27,0.46,0.33,0.34,0.33,0.33,0.29,0.32,0.34,0.33,0.29,0.33,0.35,0.27,0.33,0.3,0.29,0.3,0.31,0.3,0.27,0.22,0.24,0.3,0.29,0.24,0.32,0.29,0.35,0.24,0.24,0.3,0.22,0.21,0.24,0.22,0.27,0.17,0.24,0.22,0.2,0.23,0.23,0.24,0.24,0.2,0.21,0.18,0.23,0.21,0.2,0.2,0.19,0.2,0.2,0.19,0.21,0.22,0.19,0.16,0.19,0.18,0.18,0.13,0.18,0.16,0.17,0.17,0.14,0.33,0.1,0.13,0.18,0.17,0.13,0.17,0.16,0.14,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.13,0.13,0.11,0.1,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.27,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78
09/17/2021,0.0,0.0,4.55,3.68,2.59,2.86,2.36,1.9,2.09,1.75,1.51,1.51,1.61,1.61,1.05,1.01,0.91,0.79,1.03,0.89,1.11,1.06,1.01,0.92,0.91,0.76,0.92,0.9,0.76,0.92,0.82,0.73,0.74,0.73,0.7,0.7,0.57,0.82,0.78,0.73,0.71,0.61,0.76,0.49,0.59,0.66,0.66,0.7,0.53,0.64,0.55,0.6,0.59,0.55,0.53,0.43,0.52,0.51,0.54,0.46,0.58,0.46,0.34,0.52,0.41,0.38,0.48,0.53,0.48,0.44,0.52,0.46,0.4,0.41,0.45,0.35,0.46,0.4,0.41,0.41,0.37,0.4,0.4,0.38,0.4,0.33,0.37,0.39,0.4,0.34,0.4,0.27,0.45,0.33,0.35,0.33,0.32,0.28,0.31,0.34,0.33,0.29,0.32,0.35,0.28,0.33,0.3,0.29,0.29,0.3,0.3,0.27,0.22,0.24,0.29,0.3,0.24,0.32,0.29,0.35,0.24,0.25,0.29,0.22,0.21,0.24,0.22,0.26,0.19,0.24,0.23,0.19,0.22,0.23,0.23,0.23,0.19,0.21,0.19,0.23,0.21,0.19,0.2,0.19,0.2,0.2,0.19,0.21,0.22,0.19,0.17,0.19,0.18,0.18,0.13,0.18,0.16,0.17,0.17,0.15,0.32,0.11,0.14,0.17,0.16,0.13,0.17,0.16,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.11,0.1,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.27,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.72
09/20/2021,0.0,0.0,4.62,3.67,2.56,2.87,2.33,1.9,2.09,1.73,1.55,1.47,1.59,1.61,1.05,0.99,0.9,0.85,1.03,0.88,1.12,1.07,1.0,0.94,0.91,0.79,0.93,0.91,0.76,0.91,0.83,0.73,0.72,0.73,0.71,0.69,0.56,0.82,0.76,0.73,0.71,0.62,0.75,0.47,0.61,0.64,0.66,0.69,0.53,0.63,0.54,0.59,0.6,0.55,0.52,0.45,0.52,0.51,0.54,0.48,0.58,0.48,0.33,0.52,0.4,0.39,0.47,0.52,0.49,0.44,0.52,0.45,0.4,0.41,0.45,0.36,0.46,0.39,0.41,0.41,0.38,0.4,0.41,0.38,0.4,0.33,0.36,0.39,0.4,0.34,0.39,0.29,0.46,0.35,0.35,0.33,0.33,0.27,0.31,0.35,0.33,0.29,0.33,0.35,0.28,0.34,0.3,0.28,0.29,0.3,0.3,0.27,0.21,0.23,0.29,0.3,0.25,0.32,0.27,0.35,0.24,0.25,0.29,0.22,0.21,0.24,0.22,0.26,0.19,0.24,0.23,0.19,0.22,0.22,0.23,0.23,0.19,0.21,0.18,0.23,0.2,0.2,0.2,0.19,0.2,0.2,0.19,0.21,0.21,0.19,0.16,0.2,0.18,0.18,0.13,0.18,0.16,0.17,0.17,0.15,0.32,0.1,0.14,0.17,0.16,0.13,0.17,0.16,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.11,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.1,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.28,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.76
09/21/2021,0.0,0.0,4.58,3.65,2.56,2.88,2.33,1.92,2.09,1.74,1.55,1.49,1.59,1.63,1.06,0.99,0.9,0.84,1.02,0.88,1.12,1.07,1.0,0.93,0.92,0.78,0.93,0.93,0.76,0.91,0.82,0.72,0.72,0.73,0.71,0.69,0.56,0.82,0.77,0.72,0.71,0.61,0.74,0.47,0.6,0.64,0.66,0.69,0.52,0.62,0.54,0.59,0.6,0.57,0.52,0.45,0.53,0.52,0.54,0.48,0.57,0.48,0.33,0.53,0.41,0.38,0.47,0.52,0.5,0.45,0.53,0.46,0.4,0.41,0.45,0.36,0.46,0.39,0.42,0.41,0.38,0.4,0.42,0.38,0.4,0.33,0.36,0.39,0.4,0.34,0.39,0.28,0.48,0.35,0.35,0.33,0.33,0.28,0.31,0.34,0.33,0.29,0.33,0.35,0.29,0.34,0.31,0.29,0.29,0.29,0.3,0.27,0.22,0.23,0.29,0.3,0.25,0.32,0.27,0.35,0.24,0.24,0.29,0.22,0.21,0.24,0.23,0.27,0.19,0.24,0.23,0.2,0.22,0.23,0.23,0.23,0.19,0.21,0.19,0.23,0.2,0.2,0.2,0.18,0.2,0.2,0.19,0.21,0.21,0.19,0.17,0.2,0.19,0.18,0.13,0.18,0.16,0.17,0.17,0.15,0.32,0.1,0.14,0.18,0.16,0.13,0.17,0.16,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.1,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.28,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.86
09/22/2021,0.0,0.0,4.58,3.65,2.56,2.88,2.33,1.92,2.09,1.74,1.55,1.49,1.59,1.63,1.06,0.99,0.9,0.84,1.02,0.88,1.12,1.07,1.0,0.93,0.92,0.78,0.93,0.93,0.76,0.91,0.82,0.72,0.72,0.73,0.71,0.69,0.56,0.82,0.77,0.72,0.71,0.61,0.74,0.47,0.6,0.64,0.66,0.69,0.52,0.62,0.54,0.59,0.6,0.57,0.52,0.45,0.53,0.52,0.54,0.48,0.57,0.48,0.33,0.53,0.41,0.38,0.47,0.52,0.5,0.45,0.53,0.46,0.4,0.41,0.45,0.36,0.46,0.39,0.42,0.41,0.38,0.4,0.42,0.38,0.4,0.33,0.36,0.39,0.4,0.34,0.39,0.28,0.48,0.35,0.35,0.33,0.33,0.28,0.31,0.34,0.33,0.29,0.33,0.35,0.29,0.34,0.31,0.29,0.29,0.29,0.3,0.27,0.22,0.23,0.29,0.3,0.25,0.32,0.27,0.35,0.24,0.24,0.29,0.22,0.21,0.24,0.23,0.27,0.19,0.24,0.23,0.2,0.22,0.23,0.23,0.23,0.19,0.21,0.19,0.23,0.2,0.2,0.2,0.18,0.2,0.2,0.19,0.21,0.21,0.19,0.17,0.2,0.19,0.18,0.13,0.18,0.16,0.17,0.17,0.15,0.32,0.1,0.14,0.18,0.16,0.13,0.17,0.16,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.1,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.28,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.86
09/23/2021,0.0,0.0,4.58,3.65,2.56,2.88,2.33,1.92,2.09,1.74,1.55,1.49,1.59,1.63,1.06,0.99,0.9,0.84,1.02,0.88,1.12,1.07,1.0,0.93,0.92,0.78,0.93,0.93,0.76,0.91,0.82,0.72,0.72,0.73,0.71,0.69,0.56,0.82,0.77,0.72,0.71,0.61,0.74,0.47,0.6,0.64,0.66,0.69,0.52,0.62,0.54,0.59,0.6,0.57,0.52,0.45,0.53,0.52,0.54,0.48,0.57,0.48,0.33,0.53,0.41,0.38,0.47,0.52,0.5,0.45,0.53,0.46,0.4,0.41,0.45,0.36,0.46,0.39,0.42,0.41,0.38,0.4,0.42,0.38,0.4,0.33,0.36,0.39,0.4,0.34,0.39,0.28,0.48,0.35,0.35,0.33,0.33,0.28,0.31,0.34,0.33,0.29,0.33,0.35,0.29,0.34,0.31,0.29,0.29,0.29,0.3,0.27,0.22,0.23,0.29,0.3,0.25,0.32,0.27,0.35,0.24,0.24,0.29,0.22,0.21,0.24,0.23,0.27,0.19,0.24,0.23,0.2,0.22,0.23,0.23,0.23,0.19,0.21,0.19,0.23,0.2,0.2,0.2,0.18,0.2,0.2,0.19,0.21,0.21,0.19,0.17,0.2,0.19,0.18,0.13,0.18,0.16,0.17,0.17,0.15,0.32,0.1,0.14,0.18,0.16,0.13,0.17,0.16,0.14,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.15,0.14,0.13,0.13,0.11,0.1,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.28,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.86
09/24/2021,0.0,0.0,4.56,3.65,2.57,2.87,2.35,1.92,2.07,1.75,1.55,1.5,1.57,1.68,1.04,0.99,0.89,0.85,1.01,0.87,1.1,1.05,1.02,0.94,0.92,0.77,0.94,0.93,0.76,0.91,0.82,0.71,0.72,0.73,0.71,0.69,0.56,0.82,0.76,0.71,0.71,0.61,0.74,0.49,0.6,0.63,0.65,0.68,0.52,0.62,0.54,0.59,0.62,0.58,0.52,0.44,0.54,0.52,0.54,0.49,0.57,0.48,0.34,0.52,0.41,0.38,0.47,0.51,0.5,0.45,0.53,0.46,0.4,0.4,0.45,0.35,0.46,0.39,0.43,0.41,0.38,0.4,0.43,0.38,0.39,0.33,0.37,0.39,0.4,0.34,0.39,0.29,0.48,0.35,0.35,0.33,0.32,0.29,0.31,0.34,0.33,0.3,0.32,0.35,0.3,0.34,0.31,0.28,0.29,0.29,0.29,0.27,0.23,0.23,0.29,0.3,0.25,0.32,0.28,0.36,0.24,0.24,0.29,0.22,0.21,0.24,0.22,0.26,0.18,0.24,0.23,0.2,0.22,0.22,0.22,0.23,0.19,0.21,0.19,0.23,0.2,0.2,0.2,0.18,0.2,0.2,0.19,0.21,0.21,0.19,0.17,0.19,0.19,0.18,0.13,0.18,0.16,0.17,0.17,0.15,0.32,0.1,0.14,0.18,0.16,0.13,0.17,0.16,0.14,0.16,0.14,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.14,0.16,0.14,0.13,0.13,0.11,0.1,0.13,0.11,0.11,0.09,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.29,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.84
09/27/2021,0.0,0.0,4.63,3.74,2.51,2.83,2.31,1.85,2.03,1.71,1.65,1.47,1.39,1.63,1.0,0.98,0.9,0.85,1.0,0.85,1.02,0.96,0.92,0.96,0.94,0.74,0.96,0.91,0.78,0.86,0.84,0.68,0.71,0.75,0.68,0.68,0.57,0.84,0.76,0.64,0.68,0.62,0.74,0.52,0.6,0.65,0.66,0.69,0.52,0.6,0.55,0.59,0.63,0.58,0.52,0.48,0.49,0.54,0.57,0.5,0.58,0.48,0.38,0.52,0.37,0.38,0.44,0.51,0.47,0.43,0.48,0.45,0.39,0.4,0.46,0.34,0.46,0.39,0.38,0.41,0.39,0.4,0.36,0.37,0.4,0.33,0.36,0.39,0.39,0.34,0.39,0.28,0.42,0.39,0.35,0.34,0.32,0.33,0.29,0.39,0.32,0.36,0.32,0.34,0.34,0.32,0.0,0.28,0.29,0.3,0.29,0.27,0.26,0.23,0.29,0.33,0.27,0.33,0.28,0.58,0.24,0.25,0.31,0.21,0.22,0.23,0.22,0.27,0.19,0.23,0.23,0.19,0.2,0.23,0.25,0.19,0.18,0.21,0.2,0.23,0.2,0.19,0.19,0.18,0.2,0.28,0.19,0.21,0.22,0.19,0.17,0.2,0.19,0.18,0.16,0.18,0.16,0.16,0.17,0.15,0.44,0.13,0.14,0.18,0.18,0.14,0.17,0.16,0.14,0.19,0.0,0.14,0.15,0.15,0.15,0.14,0.16,0.15,0.14,0.15,0.14,0.13,0.0,0.11,0.0,0.15,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.09,0.09,0.09,0.1,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.38,0.0,0.0,0.1,0.53,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.07
