,JNJ,JPM,NESN.SW,PG,BAC,INTC,PFE,NOVN.SW,KO,CSCO,MRK,7203.T,TXN,AZN.L,NEE,SAP.DE,C,RY.TO,SIE.DE,MS,MMM,SAN.PA,TD.TO,CVS,BHP.AX,OR.PA,ALV.DE,LMT,BATS.L,MDLZ,RIO.L,ADP,SU.PA,IBE.MC,PNC,BNS.TO,USB,DPW.DE,TFC,MMC,APD,BHP.L,ETN,DG.PA,BMO.TO,BX,9432.T,EMR,ABBN.SW,ZURN.SW,PGR,CS.PA,7267.T,6501.T,TRP.TO,AAL.L,GD,BN.PA,CM.TO,9433.T,EXC,GIVN.SW,CNQ.TO,AEP,SRE,8316.T,8001.T,XEL,CRH.L,INVE B.ST,MET,IFF,MQG.AX,GIS,PAYX,PRU,WOW.AX,BK,ROK,MUV2.DE,TRV,MFC.TO,RIO.AX,ADM,FMG.AX,CMI,DFS,3382.T,VNA.DE,8058.T,ALL,FERG.L,FAST,HOLN.SW,AFL,PEG,8031.T,KNEBV.HE,O39.SI,8411.T,WEC,NUE,SAND.ST,LYB,ES,SLF.TO,AHT.L,KR,HSY,MG.TO,VIAC,GMG.AX,STT,FITB,SYF,IP,U11.SI,TSCO.L,RSG,NA.TO,DTE,RWE.DE,BA.L,ORA.PA,PPL,TSN,AEE,1.HK,GRMN,RCI.B.TO,ETR,AKZA.AS,NTRS,2502.T,HIG,ESSITY B.ST,FTS.TO,FRE.DE,AV.L,ARE,LGEN.L,16.HK,KNIN.SW,AMCR,DWNI.DE,EXR,2.HK,2914.T,HEN3.DE,CMS,2503.T,RF,OMC,CE,ESS,IFC.TO,7269.T,PAH3.DE,KEY,CFG,COL.AX,SGRO.L,6857.T,CAG,EMN,ALLY,MTB,1925.T,SHL.AX,CINF,LNT,SK3.IR,4578.T,SJM,4507.T,BXP,EVRG,8591.T,III.L,8002.T,PFG,1113.HK,SJR.B.TO,MRU.TO,HRL,HAS,8750.T,PSN.L,BNZL.L,HBAN,MNDI.L,5020.T,PKG,ATO,SNA,SRG.MI,3407.T,1COV.DE,EMA.TO,NN.AS,TRN.MI,8951.T,KESKOB.HE,RO.SW,EN.PA,FORTUM.HE,ROG.SW,ULVR.L,TTE.PA,GILD,SO,7974.T,4502.T,AIG,DOW,NEM,TROW,PHIA.AS,EOG,FGXXX,WBA,AD.AS,SGO.PA,8766.T,AVB,DB1.DE,4503.T,GLW,ED,BBY,5108.T,SSE.L,G.MI,UPM.HE,HPE,GPC,6502.T,FME.DE,CAH,8725.T,NWG.L,n/a,8630.T,SCMN.SW,9101.T,5713.T,WHR,FNF,SUM
08/27/2021,3.94,3.52,2.95,2.98,2.35,1.85,2.38,1.9,1.89,1.95,1.68,1.59,1.48,1.27,1.41,1.27,1.12,1.12,1.09,1.15,0.98,0.96,0.93,0.94,0.79,0.82,0.71,0.72,0.71,0.75,0.66,0.76,0.81,0.69,0.6,0.58,0.58,0.6,0.57,0.59,0.48,0.52,0.57,0.49,0.49,0.59,0.51,0.52,0.53,0.5,0.43,0.48,0.4,0.41,0.4,0.4,0.41,0.4,0.39,0.38,0.41,0.41,0.32,0.37,0.34,0.33,0.33,0.33,0.32,0.33,0.32,0.32,0.32,0.31,0.33,0.31,0.32,0.31,0.33,0.32,0.31,0.29,0.23,0.27,0.22,0.27,0.3,0.27,0.29,0.29,0.28,0.27,0.28,0.25,0.27,0.27,0.24,0.25,0.24,0.24,0.26,0.3,0.23,0.22,0.26,0.23,0.23,0.27,0.23,0.19,0.2,0.22,0.22,0.2,0.21,0.2,0.2,0.23,0.22,0.21,0.21,0.21,0.21,0.19,0.19,0.2,0.19,0.17,0.21,0.16,0.19,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.16,0.16,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.15,0.16,0.12,0.13,0.13,0.14,0.12,0.13,0.13,0.13,0.14,0.13,0.13,0.12,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.0,0.12,0.11,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.09
08/30/2021,3.85,3.64,2.92,2.95,2.42,1.85,2.27,1.86,1.87,1.97,1.64,1.64,1.49,1.27,1.41,1.26,1.15,1.14,1.09,1.17,0.98,0.95,0.91,0.93,0.8,0.82,0.72,0.73,0.71,0.73,0.66,0.75,0.81,0.68,0.61,0.58,0.59,0.59,0.58,0.59,0.48,0.53,0.57,0.5,0.49,0.62,0.51,0.53,0.53,0.5,0.42,0.48,0.4,0.41,0.4,0.41,0.41,0.4,0.39,0.38,0.41,0.4,0.32,0.36,0.34,0.33,0.33,0.33,0.34,0.32,0.32,0.32,0.32,0.3,0.33,0.31,0.32,0.32,0.33,0.31,0.31,0.29,0.24,0.28,0.23,0.27,0.3,0.26,0.29,0.3,0.28,0.27,0.28,0.25,0.27,0.26,0.24,0.26,0.24,0.24,0.26,0.29,0.23,0.23,0.26,0.23,0.23,0.26,0.22,0.19,0.19,0.22,0.23,0.21,0.22,0.2,0.21,0.23,0.23,0.21,0.21,0.21,0.2,0.18,0.19,0.19,0.2,0.17,0.21,0.16,0.19,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.16,0.17,0.18,0.16,0.18,0.16,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.15,0.12,0.14,0.14,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.14
08/31/2021,3.85,3.64,2.92,2.95,2.42,1.85,2.27,1.86,1.87,1.97,1.64,1.64,1.49,1.27,1.41,1.26,1.15,1.14,1.09,1.17,0.98,0.95,0.91,0.93,0.8,0.82,0.72,0.73,0.71,0.73,0.66,0.75,0.81,0.68,0.61,0.58,0.59,0.59,0.58,0.59,0.48,0.53,0.57,0.5,0.49,0.62,0.51,0.53,0.53,0.5,0.42,0.48,0.4,0.41,0.4,0.41,0.41,0.4,0.39,0.38,0.41,0.4,0.32,0.36,0.34,0.33,0.33,0.33,0.34,0.32,0.32,0.32,0.32,0.3,0.33,0.31,0.32,0.32,0.33,0.31,0.31,0.29,0.24,0.28,0.23,0.27,0.3,0.26,0.29,0.3,0.28,0.27,0.28,0.25,0.27,0.26,0.24,0.26,0.24,0.24,0.26,0.29,0.23,0.23,0.26,0.23,0.23,0.26,0.22,0.19,0.19,0.22,0.23,0.21,0.22,0.2,0.21,0.23,0.23,0.21,0.21,0.21,0.2,0.18,0.19,0.19,0.2,0.17,0.21,0.16,0.19,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.16,0.17,0.18,0.16,0.18,0.16,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.15,0.12,0.14,0.14,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.14
09/01/2021,3.83,3.65,2.94,2.93,2.44,1.87,2.22,1.86,1.86,1.96,1.63,1.62,1.5,1.26,1.39,1.26,1.15,1.13,1.1,1.18,0.97,0.95,0.9,0.93,0.8,0.82,0.71,0.73,0.71,0.74,0.67,0.75,0.81,0.68,0.62,0.57,0.6,0.59,0.59,0.6,0.48,0.54,0.57,0.49,0.49,0.63,0.51,0.53,0.53,0.5,0.43,0.48,0.39,0.41,0.4,0.42,0.41,0.39,0.39,0.38,0.41,0.4,0.33,0.36,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.33,0.3,0.33,0.32,0.32,0.33,0.33,0.31,0.31,0.29,0.24,0.28,0.23,0.27,0.31,0.25,0.29,0.3,0.28,0.27,0.28,0.25,0.27,0.26,0.24,0.26,0.24,0.24,0.25,0.29,0.23,0.23,0.26,0.23,0.23,0.26,0.22,0.19,0.2,0.22,0.23,0.21,0.22,0.2,0.2,0.23,0.23,0.21,0.21,0.21,0.2,0.18,0.19,0.19,0.2,0.16,0.21,0.16,0.19,0.17,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.15,0.17,0.18,0.16,0.18,0.16,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.15,0.12,0.14,0.13,0.13,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.13
09/02/2021,3.83,3.65,2.94,2.93,2.44,1.87,2.22,1.86,1.86,1.96,1.63,1.62,1.5,1.26,1.39,1.26,1.15,1.13,1.1,1.18,0.97,0.95,0.9,0.93,0.8,0.82,0.71,0.73,0.71,0.74,0.67,0.75,0.81,0.68,0.62,0.57,0.6,0.59,0.59,0.6,0.48,0.54,0.57,0.49,0.49,0.63,0.51,0.53,0.53,0.5,0.43,0.48,0.39,0.41,0.4,0.42,0.41,0.39,0.39,0.38,0.41,0.4,0.33,0.36,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.33,0.3,0.33,0.32,0.32,0.33,0.33,0.31,0.31,0.29,0.24,0.28,0.23,0.27,0.31,0.25,0.29,0.3,0.28,0.27,0.28,0.25,0.27,0.26,0.24,0.26,0.24,0.24,0.25,0.29,0.23,0.23,0.26,0.23,0.23,0.26,0.22,0.19,0.2,0.22,0.23,0.21,0.22,0.2,0.2,0.23,0.23,0.21,0.21,0.21,0.2,0.18,0.19,0.19,0.2,0.16,0.21,0.16,0.19,0.17,0.18,0.17,0.18,0.16,0.17,0.17,0.17,0.19,0.17,0.15,0.17,0.18,0.16,0.18,0.16,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.15,0.12,0.14,0.13,0.13,0.11,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.13
09/03/2021,3.84,3.59,2.95,2.94,2.39,1.87,2.22,1.85,1.88,1.96,1.63,1.64,1.5,1.26,1.4,1.27,1.13,1.12,1.11,1.17,0.98,0.95,0.9,0.94,0.82,0.82,0.71,0.73,0.71,0.74,0.67,0.75,0.81,0.68,0.61,0.57,0.58,0.6,0.57,0.59,0.48,0.54,0.57,0.49,0.49,0.63,0.51,0.53,0.53,0.49,0.42,0.47,0.4,0.41,0.4,0.42,0.41,0.39,0.39,0.38,0.41,0.4,0.33,0.36,0.34,0.33,0.34,0.33,0.33,0.33,0.32,0.32,0.33,0.3,0.33,0.31,0.32,0.32,0.33,0.31,0.3,0.29,0.25,0.28,0.24,0.27,0.29,0.25,0.29,0.3,0.27,0.27,0.28,0.25,0.27,0.26,0.25,0.26,0.24,0.24,0.26,0.3,0.24,0.23,0.26,0.23,0.23,0.27,0.22,0.19,0.2,0.22,0.23,0.21,0.21,0.2,0.2,0.23,0.23,0.21,0.21,0.2,0.21,0.18,0.19,0.19,0.2,0.17,0.21,0.17,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.19,0.17,0.15,0.18,0.18,0.16,0.18,0.16,0.16,0.14,0.16,0.14,0.15,0.13,0.15,0.16,0.14,0.14,0.13,0.13,0.13,0.14,0.16,0.13,0.12,0.13,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.15,0.12,0.13,0.14,0.13,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.05
09/07/2021,3.48,3.63,2.49,2.62,2.34,1.63,2.0,1.62,1.65,1.75,1.47,1.49,1.29,0.0,1.28,1.13,1.12,1.11,1.01,1.16,0.84,0.85,0.89,0.85,0.0,0.75,0.73,0.64,0.65,0.65,0.61,0.66,0.74,0.58,0.61,0.55,0.57,0.52,0.57,0.6,0.45,0.0,0.5,0.46,0.49,0.63,0.47,0.47,0.46,0.5,0.42,0.48,0.38,0.41,0.0,0.38,0.38,0.36,0.39,0.36,0.0,0.32,0.3,0.34,0.32,0.34,0.33,0.28,0.3,0.33,0.32,0.0,0.32,0.27,0.27,0.31,0.28,0.31,0.28,0.31,0.3,0.0,0.22,0.25,0.2,0.26,0.28,0.26,0.28,0.31,0.27,0.25,0.24,0.21,0.27,0.24,0.25,0.0,0.26,0.0,0.23,0.26,0.21,0.19,0.24,0.23,0.0,0.24,0.19,0.17,0.18,0.23,0.23,0.2,0.2,0.18,0.23,0.21,0.2,0.2,0.18,0.19,0.19,0.17,0.0,0.17,0.17,0.0,0.19,0.13,0.18,0.15,0.17,0.16,0.18,0.0,0.16,0.16,0.17,0.19,0.17,0.15,0.15,0.15,0.13,0.18,0.14,0.16,0.13,0.14,0.0,0.14,0.12,0.13,0.0,0.14,0.13,0.12,0.13,0.13,0.13,0.16,0.13,0.12,0.12,0.14,0.12,0.14,0.0,0.13,0.12,0.11,0.13,0.0,0.15,0.12,0.12,0.18,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,1.06,0.88,0.66,0.51,0.45,0.4,0.35,0.34,0.33,0.33,0.33,0.29,0.29,0.27,0.26,0.26,0.24,0.24,0.24,0.23,0.22,0.2,0.2,0.2,0.18,0.18,0.16,0.15,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.46000000000001
09/08/2021,3.48,3.63,2.49,2.62,2.34,1.63,2.0,1.62,1.65,1.75,1.47,1.49,1.29,0.0,1.28,1.13,1.12,1.11,1.01,1.16,0.84,0.85,0.89,0.85,0.0,0.75,0.73,0.64,0.65,0.65,0.61,0.66,0.74,0.58,0.61,0.55,0.57,0.52,0.57,0.6,0.45,0.0,0.5,0.46,0.49,0.63,0.47,0.47,0.46,0.5,0.42,0.48,0.38,0.41,0.0,0.38,0.38,0.36,0.39,0.36,0.0,0.32,0.3,0.34,0.32,0.34,0.33,0.28,0.3,0.33,0.32,0.0,0.32,0.27,0.27,0.31,0.28,0.31,0.28,0.31,0.3,0.0,0.22,0.25,0.2,0.26,0.28,0.26,0.28,0.31,0.27,0.25,0.24,0.21,0.27,0.24,0.25,0.0,0.26,0.0,0.23,0.26,0.21,0.19,0.24,0.23,0.0,0.24,0.19,0.17,0.18,0.23,0.23,0.2,0.2,0.18,0.23,0.21,0.2,0.2,0.18,0.19,0.19,0.17,0.0,0.17,0.17,0.0,0.19,0.13,0.18,0.15,0.17,0.16,0.18,0.0,0.16,0.16,0.17,0.19,0.17,0.15,0.15,0.15,0.13,0.18,0.14,0.16,0.13,0.14,0.0,0.14,0.12,0.13,0.0,0.14,0.13,0.12,0.13,0.13,0.13,0.16,0.13,0.12,0.12,0.14,0.12,0.14,0.0,0.13,0.12,0.11,0.13,0.0,0.15,0.12,0.12,0.18,0.14,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,1.06,0.88,0.66,0.51,0.45,0.4,0.35,0.34,0.33,0.33,0.33,0.29,0.29,0.27,0.26,0.26,0.24,0.24,0.24,0.23,0.22,0.2,0.2,0.2,0.18,0.18,0.16,0.15,0.13,0.13,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.46000000000001
09/09/2021,3.46,3.59,2.47,2.61,2.33,1.61,1.99,1.59,1.64,1.73,1.46,1.5,1.31,0.0,1.26,1.12,1.11,1.11,1.01,1.15,0.84,0.85,0.89,0.86,0.0,0.74,0.73,0.63,0.65,0.64,0.61,0.66,0.73,0.58,0.6,0.55,0.57,0.52,0.56,0.6,0.44,0.0,0.5,0.45,0.49,0.65,0.48,0.46,0.46,0.49,0.42,0.47,0.38,0.43,0.0,0.38,0.37,0.36,0.39,0.37,0.0,0.32,0.3,0.34,0.31,0.34,0.34,0.28,0.3,0.0,0.31,0.0,0.33,0.26,0.27,0.31,0.29,0.34,0.28,0.3,0.3,0.0,0.23,0.25,0.21,0.26,0.28,0.26,0.28,0.31,0.32,0.25,0.24,0.21,0.26,0.24,0.26,0.0,0.26,0.0,0.23,0.25,0.2,0.19,0.23,0.22,0.0,0.24,0.19,0.17,0.18,0.23,0.23,0.2,0.21,0.18,0.23,0.21,0.19,0.2,0.17,0.19,0.19,0.17,0.0,0.17,0.16,0.0,0.2,0.13,0.17,0.15,0.17,0.16,0.18,0.0,0.16,0.15,0.17,0.24,0.17,0.15,0.15,0.15,0.13,0.19,0.14,0.16,0.13,0.14,0.0,0.14,0.12,0.13,0.0,0.16,0.13,0.12,0.14,0.14,0.12,0.16,0.13,0.12,0.11,0.15,0.13,0.14,0.11,0.14,0.11,0.0,0.13,0.0,0.15,0.12,0.12,0.18,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.06,0.87,0.68,0.52,0.45,0.4,0.36,0.35,0.36,0.36,0.32,0.3,0.12,0.27,0.26,0.26,0.24,0.24,0.24,0.24,0.22,0.2,0.2,0.2,0.18,0.18,0.16,0.15,0.13,0.13,0.12,0.12,0.12,0.12,0.42,0.0,0.0,0.0,0.0,0.0,0.0,89.32999999999998
09/10/2021,3.43,3.62,2.52,2.62,2.36,1.63,2.01,1.59,1.62,1.73,1.45,1.54,1.32,0.0,1.26,1.15,1.11,1.11,1.05,1.16,0.81,0.84,0.89,0.86,0.0,0.74,0.73,0.62,0.66,0.63,0.61,0.65,0.74,0.57,0.61,0.55,0.57,0.53,0.56,0.6,0.44,0.0,0.49,0.45,0.49,0.65,0.5,0.46,0.46,0.49,0.41,0.48,0.39,0.44,0.0,0.38,0.38,0.36,0.39,0.39,0.0,0.32,0.3,0.33,0.31,0.35,0.35,0.27,0.31,0.0,0.31,0.0,0.33,0.26,0.27,0.31,0.28,0.33,0.28,0.3,0.3,0.0,0.22,0.25,0.18,0.26,0.28,0.27,0.27,0.32,0.31,0.25,0.23,0.2,0.26,0.24,0.26,0.0,0.26,0.0,0.22,0.26,0.21,0.19,0.23,0.22,0.0,0.24,0.19,0.17,0.18,0.23,0.22,0.2,0.2,0.17,0.23,0.21,0.19,0.19,0.17,0.18,0.19,0.17,0.0,0.17,0.16,0.0,0.2,0.13,0.18,0.15,0.17,0.16,0.18,0.0,0.16,0.15,0.17,0.24,0.17,0.15,0.16,0.14,0.13,0.18,0.14,0.16,0.13,0.14,0.0,0.14,0.12,0.13,0.0,0.16,0.14,0.12,0.15,0.14,0.12,0.16,0.13,0.12,0.12,0.15,0.13,0.15,0.0,0.14,0.11,0.12,0.14,0.0,0.16,0.12,0.11,0.18,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,1.06,0.89,0.67,0.53,0.46,0.41,0.36,0.35,0.35,0.36,0.34,0.3,0.0,0.28,0.26,0.26,0.25,0.23,0.24,0.24,0.23,0.2,0.19,0.21,0.18,0.18,0.17,0.15,0.13,0.13,0.12,0.12,0.12,0.12,0.17,0.11,0.0,0.0,0.0,0.0,0.0,89.35999999999999
09/13/2021,3.41,3.59,2.5,2.64,2.34,1.63,1.94,1.57,1.64,1.72,1.43,1.55,1.32,0.0,1.29,1.13,1.11,1.1,1.02,1.16,0.83,0.83,0.89,0.86,0.0,0.74,0.73,0.63,0.66,0.64,0.6,0.66,0.72,0.57,0.61,0.55,0.57,0.52,0.56,0.61,0.45,0.0,0.49,0.45,0.49,0.66,0.5,0.46,0.45,0.5,0.42,0.47,0.39,0.44,0.0,0.38,0.38,0.35,0.38,0.4,0.0,0.31,0.3,0.34,0.32,0.35,0.36,0.28,0.3,0.0,0.32,0.0,0.35,0.28,0.27,0.31,0.28,0.34,0.28,0.31,0.3,0.0,0.22,0.25,0.18,0.26,0.27,0.27,0.27,0.33,0.32,0.25,0.23,0.19,0.26,0.25,0.26,0.0,0.26,0.0,0.23,0.25,0.2,0.19,0.24,0.23,0.0,0.24,0.19,0.17,0.18,0.22,0.22,0.21,0.2,0.17,0.23,0.21,0.2,0.19,0.18,0.19,0.19,0.17,0.0,0.17,0.17,0.0,0.2,0.13,0.18,0.15,0.17,0.16,0.19,0.0,0.16,0.15,0.17,0.24,0.17,0.15,0.15,0.14,0.13,0.19,0.14,0.16,0.13,0.14,0.0,0.14,0.12,0.13,0.0,0.16,0.14,0.12,0.14,0.14,0.12,0.16,0.14,0.12,0.11,0.15,0.13,0.15,0.0,0.14,0.12,0.11,0.14,0.0,0.17,0.12,0.12,0.18,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1.08,0.88,0.68,0.54,0.46,0.42,0.36,0.34,0.35,0.37,0.33,0.3,0.0,0.28,0.27,0.26,0.25,0.24,0.24,0.24,0.22,0.2,0.19,0.21,0.18,0.18,0.16,0.14,0.13,0.14,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,89.30999999999999
09/14/2021,3.35,3.62,2.52,2.64,2.36,1.63,1.92,1.55,1.63,1.73,1.41,1.55,1.33,0.0,1.29,1.13,1.12,1.12,1.04,1.17,0.82,0.82,0.9,0.85,0.0,0.75,0.73,0.63,0.65,0.64,0.6,0.66,0.73,0.57,0.62,0.56,0.58,0.52,0.57,0.62,0.45,0.0,0.49,0.45,0.5,0.67,0.51,0.45,0.46,0.5,0.41,0.48,0.39,0.44,0.0,0.38,0.38,0.36,0.39,0.4,0.0,0.32,0.3,0.34,0.32,0.35,0.35,0.28,0.31,0.0,0.32,0.0,0.34,0.27,0.27,0.31,0.28,0.34,0.28,0.31,0.3,0.0,0.22,0.25,0.18,0.26,0.28,0.28,0.27,0.33,0.32,0.25,0.23,0.19,0.27,0.24,0.27,0.0,0.27,0.0,0.23,0.25,0.21,0.19,0.23,0.23,0.0,0.24,0.19,0.17,0.18,0.22,0.22,0.21,0.21,0.18,0.23,0.21,0.2,0.2,0.18,0.19,0.19,0.17,0.0,0.17,0.17,0.0,0.2,0.13,0.18,0.15,0.17,0.16,0.19,0.0,0.16,0.15,0.17,0.24,0.17,0.15,0.16,0.14,0.13,0.18,0.14,0.16,0.12,0.14,0.0,0.14,0.12,0.13,0.0,0.16,0.14,0.12,0.15,0.14,0.12,0.16,0.14,0.12,0.11,0.15,0.13,0.15,0.0,0.14,0.12,0.11,0.14,0.0,0.16,0.12,0.12,0.18,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,1.07,0.88,0.68,0.54,0.46,0.41,0.37,0.34,0.35,0.37,0.33,0.3,0.0,0.28,0.27,0.26,0.25,0.23,0.24,0.24,0.22,0.2,0.2,0.21,0.18,0.19,0.16,0.14,0.13,0.14,0.12,0.12,0.12,0.12,0.0,0.0,0.11,0.0,0.0,0.0,0.0,89.44000000000001
